match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"18th Match, League A:New South Wales v Somerset at Hyderabad (Deccan)- Oct 18, 2009",New South Wales won by 6 wickets (with 49 balls remaining),Somerset 111/7 (20/20 ov); New South Wales 112/4 (11.5/20 ov),18/10/2009,Hyderabad (Deccan),"18th Match, League A",New South Wales,Somerset,New South Wales,,6,49,Somerset,111,7,20,20,New South Wales,112,4,11.5,20,,
"19th Match, League A:Eagles v Trinidad & Tobago at Hyderabad (Deccan)- Oct 18, 2009",Trinidad & Tobago won by 24 runs,Trinidad & Tobago 213/4 (20/20 ov); Eagles 189/5 (20/20 ov),18/10/2009,Hyderabad (Deccan),"19th Match, League A",Eagles,Trinidad & Tobago,Trinidad & Tobago,24,,,Trinidad & Tobago,213,4,20,20,Eagles,189,5,20,20,,
"20th Match, League B:Cape Cobras v Delhi Daredevils at Delhi- Oct 19, 2009",Delhi Daredevils won by 30 runs,Delhi Daredevils 114/6 (20/20 ov); Cape Cobras 84 (18.3/20 ov),19/10/2009,Delhi,"20th Match, League B",Cape Cobras,Delhi Daredevils,Delhi Daredevils,30,,,Delhi Daredevils,114,6,20,20,Cape Cobras,84,10,18.3,20,,
"1st semi-final:New South Wales v Victoria at Delhi- Oct 21, 2009",New South Wales won by 79 runs,New South Wales 169/7 (20/20 ov); Victoria 90/9 (20/20 ov),21/10/2009,Delhi,1st semi-final,New South Wales,Victoria,New South Wales,79,,,New South Wales,169,7,20,20,Victoria,90,9,20,20,,
"2nd semi-final:Cape Cobras v Trinidad & Tobago at Hyderabad (Deccan)- Oct 22, 2009",Trinidad & Tobago won by 7 wickets (with 4 balls remaining),Cape Cobras 175/5 (20/20 ov); Trinidad & Tobago 178/3 (19.2/20 ov),22/10/2009,Hyderabad (Deccan),2nd semi-final,Cape Cobras,Trinidad & Tobago,Trinidad & Tobago,,7,4,Cape Cobras,175,5,20,20,Trinidad & Tobago,178,3,19.2,20,,
"Final:New South Wales v Trinidad & Tobago at Hyderabad (Deccan)- Oct 23, 2009",New South Wales won by 41 runs,New South Wales 159/9 (20/20 ov); Trinidad & Tobago 118 (15.5/20 ov),23/10/2009,Hyderabad (Deccan),Final,New South Wales,Trinidad & Tobago,New South Wales,41,,,New South Wales,159,9,20,20,Trinidad & Tobago,118,10,15.5,20,,
"1st T20I:New Zealand v Pakistan at Dubai (DSC)- Nov 12, 2009",Pakistan won by 49 runs,Pakistan 161/8 (20/20 ov); New Zealand 112 (18.3/20 ov),12/11/2009,Dubai (DSC),1st T20I,New Zealand,Pakistan,Pakistan,49,,,Pakistan,161,8,20,20,New Zealand,112,10,18.3,20,,
"2nd T20I:New Zealand v Pakistan at Dubai (DSC)- Nov 13, 2009",Pakistan won by 7 runs,Pakistan 153/5 (20/20 ov); New Zealand 146/5 (20/20 ov),13/11/2009,Dubai (DSC),2nd T20I,New Zealand,Pakistan,Pakistan,7,,,Pakistan,153,5,20,20,New Zealand,146,5,20,20,,
"1st T20I:South Africa v England at Johannesburg- Nov 13, 2009",England won by 1 run (D/L method),"England 202/6 (20/20 ov); South Africa 127/3 (13/13 ov, target: 129)",13/11/2009,Johannesburg,1st T20I,South Africa,England,England,1,,,England,202,6,20,20,South Africa,127,3,13,13,1,129
"2nd T20I:South Africa v England at Centurion- Nov 15, 2009",South Africa won by 84 runs,South Africa 241/6 (20/20 ov); England 157/8 (20/20 ov),15/11/2009,Centurion,2nd T20I,South Africa,England,South Africa,84,,,South Africa,241,6,20,20,England,157,8,20,20,,
"1st T20I:India v Sri Lanka at Nagpur- Dec 9, 2009",Sri Lanka won by 29 runs,Sri Lanka 215/5 (20/20 ov); India 186/9 (20/20 ov),09/12/2009,Nagpur,1st T20I,India,Sri Lanka,Sri Lanka,29,,,Sri Lanka,215,5,20,20,India,186,9,20,20,,
"2nd T20I:India v Sri Lanka at Mohali- Dec 12, 2009",India won by 6 wickets (with 5 balls remaining),Sri Lanka 206/7 (20/20 ov); India 211/4 (19.1/20 ov),12/12/2009,Mohali,2nd T20I,India,Sri Lanka,India,,6,5,Sri Lanka,206,7,20,20,India,211,4,19.1,20,,
"Queensland v Victoria at Brisbane- Dec 28, 2009",Victoria won by 3 runs (D/L method),"Victoria 157/8 (20/20 ov); Queensland 121/6 (16/16 ov, target: 125)",28/12/2009,Brisbane,,Queensland,Victoria,Victoria,3,,,Victoria,157,8,20,20,Queensland,121,6,16,16,1,125
"Western Australia v South Australia at Perth- Dec 29, 2009",South Australia won by 29 runs,South Australia 196/6 (20/20 ov); Western Australia 167 (19/20 ov),29/12/2009,Perth,,Western Australia,South Australia,South Australia,29,,,South Australia,196,6,20,20,Western Australia,167,10,19,20,,
"Tasmania v New South Wales at Hobart- Dec 30, 2009",New South Wales won by 31 runs,New South Wales 194/4 (20/20 ov); Tasmania 163 (19/20 ov),30/12/2009,Hobart,,Tasmania,New South Wales,New South Wales,31,,,New South Wales,194,4,20,20,Tasmania,163,10,19,20,,
"Tasmania v Western Australia at Hobart- Jan 1, 2010",Tasmania won by 17 runs,Tasmania 167/8 (20/20 ov); Western Australia 150 (18.5/20 ov),01/01/2010,Hobart,,Tasmania,Western Australia,Tasmania,17,,,Tasmania,167,8,20,20,Western Australia,150,10,18.5,20,,
"Victoria v New South Wales at Melbourne- Jan 2, 2010",Victoria won by 6 wickets (with 2 balls remaining),New South Wales 178/6 (20/20 ov); Victoria 179/4 (19.4/20 ov),02/01/2010,Melbourne,,Victoria,New South Wales,Victoria,,6,2,New South Wales,178,6,20,20,Victoria,179,4,19.4,20,,
"South Australia v Queensland at Adelaide- Jan 3, 2010",South Australia won by 4 wickets (with 6 balls remaining),Queensland 156/4 (20/20 ov); South Australia 160/6 (19/20 ov),03/01/2010,Adelaide,,South Australia,Queensland,South Australia,,4,6,Queensland,156,4,20,20,South Australia,160,6,19,20,,
"Western Australia v New South Wales at Perth- Jan 5, 2010",Western Australia won by 127 runs,Western Australia 198/1 (20/20 ov); New South Wales 71 (16.2/20 ov),05/01/2010,Perth,,Western Australia,New South Wales,Western Australia,127,,,Western Australia,198,1,20,20,New South Wales,71,10,16.2,20,,
"South Australia v Victoria at Adelaide- Jan 7, 2010",South Australia won by 91 runs,South Australia 202/7 (20/20 ov); Victoria 111 (14/20 ov),07/01/2010,Adelaide,,South Australia,Victoria,South Australia,91,,,South Australia,202,7,20,20,Victoria,111,10,14,20,,
"Queensland v Tasmania at Brisbane- Jan 8, 2010",Queensland won by 9 runs,Queensland 153 (20/20 ov); Tasmania 144/9 (20/20 ov),08/01/2010,Brisbane,,Queensland,Tasmania,Queensland,9,,,Queensland,153,10,20,20,Tasmania,144,9,20,20,,
"Western Australia v Victoria at Perth- Jan 10, 2010",Western Australia won by 24 runs,Western Australia 152/5 (20/20 ov); Victoria 128/8 (20/20 ov),10/01/2010,Perth,,Western Australia,Victoria,Western Australia,24,,,Western Australia,152,5,20,20,Victoria,128,8,20,20,,
"South Australia v Tasmania at Adelaide- Jan 12, 2010",South Australia won by 23 runs,South Australia 131 (18/20 ov); Tasmania 108/9 (20/20 ov),12/01/2010,Adelaide,,South Australia,Tasmania,South Australia,23,,,South Australia,131,10,18,20,Tasmania,108,9,20,20,,
"New South Wales v Queensland at Sydney- Jan 13, 2010",Queensland won by 54 runs,Queensland 110/4 (9/9 ov); New South Wales 56/7 (9/9 ov),13/01/2010,Sydney,,New South Wales,Queensland,Queensland,54,,,Queensland,110,4,9,9,New South Wales,56,7,9,9,,
"Victoria v Tasmania at Melbourne- Jan 15, 2010",Victoria won by 9 wickets (with 19 balls remaining),Tasmania 160/8 (20/20 ov); Victoria 161/1 (16.5/20 ov),15/01/2010,Melbourne,,Victoria,Tasmania,Victoria,,9,19,Tasmania,160,8,20,20,Victoria,161,1,16.5,20,,
"Queensland v Western Australia at Brisbane- Jan 16, 2010",Queensland won by 37 runs,Queensland 203/7 (20/20 ov); Western Australia 166/5 (20/20 ov),16/01/2010,Brisbane,,Queensland,Western Australia,Queensland,37,,,Queensland,203,7,20,20,Western Australia,166,5,20,20,,
"New South Wales v South Australia at Sydney- Jan 17, 2010",New South Wales won by 8 wickets (with 68 balls remaining),South Australia 81 (14.4/20 ov); New South Wales 82/2 (8.4/20 ov),17/01/2010,Sydney,,New South Wales,South Australia,New South Wales,,8,68,South Australia,81,10,14.4,20,New South Wales,82,2,8.4,20,,
"Preliminary Final:Queensland v Victoria at Brisbane- Jan 19, 2010",Victoria won by 6 wickets (with 7 balls remaining),Queensland 149/5 (20/20 ov); Victoria 150/4 (18.5/20 ov),19/01/2010,Brisbane,Preliminary Final,Queensland,Victoria,Victoria,,6,7,Queensland,149,5,20,20,Victoria,150,4,18.5,20,,
"Final:South Australia v Victoria at Adelaide- Jan 23, 2010",Victoria won by 48 runs,Victoria 166/7 (20/20 ov); South Australia 118/9 (20/20 ov),23/01/2010,Adelaide,Final,South Australia,Victoria,Victoria,48,,,Victoria,166,7,20,20,South Australia,118,9,20,20,,
"Northern Districts v Auckland at Mt Maunganui- Jan 2, 2010",Northern Districts won by 5 runs,Northern Districts 164/7 (20/20 ov); Auckland 159/7 (20/20 ov),02/01/2010,Mt Maunganui,,Northern Districts,Auckland,Northern Districts,5,,,Northern Districts,164,7,20,20,Auckland,159,7,20,20,,
"Central Districts v Wellington at New Plymouth- Jan 3, 2010",Central Districts won by 19 runs,Central Districts 208/5 (20/20 ov); Wellington 189/9 (20/20 ov),03/01/2010,New Plymouth,,Central Districts,Wellington,Central Districts,19,,,Central Districts,208,5,20,20,Wellington,189,9,20,20,,
"Northern Districts v Otago at Mt Maunganui- Jan 3, 2010",Otago won by 6 wickets (with 7 balls remaining),Northern Districts 137/7 (20/20 ov); Otago 140/4 (18.5/20 ov),03/01/2010,Mt Maunganui,,Northern Districts,Otago,Otago,,6,7,Northern Districts,137,7,20,20,Otago,140,4,18.5,20,,
"Auckland v Canterbury at Auckland- Jan 4, 2010",Canterbury won by 5 wickets (with 1 ball remaining),Auckland 144/6 (20/20 ov); Canterbury 145/5 (19.5/20 ov),04/01/2010,Auckland,,Auckland,Canterbury,Canterbury,,5,1,Auckland,144,6,20,20,Canterbury,145,5,19.5,20,,
"Central Districts v Otago at New Plymouth- Jan 6, 2010",Central Districts won by 1 run,Central Districts 116 (18/20 ov); Otago 115/9 (20/20 ov),06/01/2010,New Plymouth,,Central Districts,Otago,Central Districts,1,,,Central Districts,116,10,18,20,Otago,115,9,20,20,,
"Wellington v Canterbury at Wellington- Jan 6, 2010",Wellington won by 7 wickets (with 14 balls remaining),Canterbury 163/9 (20/20 ov); Wellington 166/3 (17.4/20 ov),06/01/2010,Wellington,,Wellington,Canterbury,Wellington,,7,14,Canterbury,163,9,20,20,Wellington,166,3,17.4,20,,
"Canterbury v Otago at Christchurch- Jan 8, 2010",Otago won by 43 runs,Otago 159/7 (20/20 ov); Canterbury 116 (18/20 ov),08/01/2010,Christchurch,,Canterbury,Otago,Otago,43,,,Otago,159,7,20,20,Canterbury,116,10,18,20,,
"Central Districts v Northern Districts at New Plymouth- Jan 8, 2010",Central Districts won by 19 runs,Central Districts 184 (20/20 ov); Northern Districts 165/8 (20/20 ov),08/01/2010,New Plymouth,,Central Districts,Northern Districts,Central Districts,19,,,Central Districts,184,10,20,20,Northern Districts,165,8,20,20,,
"Wellington v Auckland at Wellington- Jan 8, 2010",Auckland won by 2 runs,Auckland 169/5 (20/20 ov); Wellington 167/9 (20/20 ov),08/01/2010,Wellington,,Wellington,Auckland,Auckland,2,,,Auckland,169,5,20,20,Wellington,167,9,20,20,,
"Auckland v Central Districts at Auckland- Jan 10, 2010",Auckland won by 7 wickets (with 10 balls remaining),Central Districts 155/9 (20/20 ov); Auckland 156/3 (18.2/20 ov),10/01/2010,Auckland,,Auckland,Central Districts,Auckland,,7,10,Central Districts,155,9,20,20,Auckland,156,3,18.2,20,,
"Canterbury v Northern Districts at Christchurch- Jan 10, 2010",Northern Districts won by 1 wicket (with 0 balls remaining),Canterbury 127/9 (20/20 ov); Northern Districts 130/9 (20/20 ov),10/01/2010,Christchurch,,Canterbury,Northern Districts,Northern Districts,,1,0,Canterbury,127,9,20,20,Northern Districts,130,9,20,20,,
"Otago v Wellington at Dunedin- Jan 10, 2010",No result (abandoned with a toss),,10/01/2010,Dunedin,,Otago,Wellington,No result (abandoned with a toss),,,,,,,,,,,,,,,
"Otago v Northern Districts at Invercargill- Jan 12, 2010",Otago won by 10 runs,Otago 160/3 (20/20 ov); Northern Districts 150/8 (20/20 ov),12/01/2010,Invercargill,,Otago,Northern Districts,Otago,10,,,Otago,160,3,20,20,Northern Districts,150,8,20,20,,
"Auckland v Wellington at Auckland- Jan 13, 2010",Auckland won by 68 runs,Auckland 229/3 (20/20 ov); Wellington 161/8 (20/20 ov),13/01/2010,Auckland,,Auckland,Wellington,Auckland,68,,,Auckland,229,3,20,20,Wellington,161,8,20,20,,
"Canterbury v Central Districts at Timaru- Jan 13, 2010",Central Districts won by 6 wickets (with 8 balls remaining),Canterbury 162/5 (20/20 ov); Central Districts 166/4 (18.4/20 ov),13/01/2010,Timaru,,Canterbury,Central Districts,Central Districts,,6,8,Canterbury,162,5,20,20,Central Districts,166,4,18.4,20,,
"Central Districts v Canterbury at Nelson- Jan 15, 2010",Central Districts won by 8 wickets (with 5 balls remaining),Canterbury 135/8 (20/20 ov); Central Districts 141/2 (19.1/20 ov),15/01/2010,Nelson,,Central Districts,Canterbury,Central Districts,,8,5,Canterbury,135,8,20,20,Central Districts,141,2,19.1,20,,
"Northern Districts v Wellington at Mt Maunganui- Jan 15, 2010",Northern Districts won by 6 wickets (with 21 balls remaining),Wellington 119/9 (20/20 ov); Northern Districts 120/4 (16.3/20 ov),15/01/2010,Mt Maunganui,,Northern Districts,Wellington,Northern Districts,,6,21,Wellington,119,9,20,20,Northern Districts,120,4,16.3,20,,
"Otago v Auckland at Dunedin- Jan 15, 2010",Otago won by 5 wickets (with 3 balls remaining),Auckland 168/8 (20/20 ov); Otago 171/5 (19.3/20 ov),15/01/2010,Dunedin,,Otago,Auckland,Otago,,5,3,Auckland,168,8,20,20,Otago,171,5,19.3,20,,
"Central Districts v Auckland at Nelson- Jan 17, 2010",Auckland won by 1 run,Auckland 162/7 (20/20 ov); Central Districts 161/7 (20/20 ov),17/01/2010,Nelson,,Central Districts,Auckland,Auckland,1,,,Auckland,162,7,20,20,Central Districts,161,7,20,20,,
"Wellington v Otago at Wellington- Jan 17, 2010",Match abandoned without a ball bowled,,17/01/2010,Wellington,,Wellington,Otago,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"Northern Districts v Canterbury at Hamilton- Jan 17, 2010",Northern Districts won by 71 runs,Northern Districts 184/7 (20/20 ov); Canterbury 113 (15.4/20 ov),17/01/2010,Hamilton,,Northern Districts,Canterbury,Northern Districts,71,,,Northern Districts,184,7,20,20,Canterbury,113,10,15.4,20,,
"Auckland v Northern Districts at Auckland- Jan 22, 2010",Auckland won by 18 runs,Auckland 154 (19.2/20 ov); Northern Districts 136/9 (20/20 ov),22/01/2010,Auckland,,Auckland,Northern Districts,Auckland,18,,,Auckland,154,10,19.2,20,Northern Districts,136,9,20,20,,
"Otago v Canterbury at Dunedin- Jan 22, 2010",Canterbury won by 6 wickets (with 6 balls remaining),Otago 185/4 (20/20 ov); Canterbury 188/4 (19/20 ov),22/01/2010,Dunedin,,Otago,Canterbury,Canterbury,,6,6,Otago,185,4,20,20,Canterbury,188,4,19,20,,
"Wellington v Central Districts at Wellington- Jan 22, 2010",Wellington won by 19 runs (D/L method),"Wellington 205/3 (20/20 ov); Central Districts 119/6 (12.3/12.3 ov, target: 139)",22/01/2010,Wellington,,Wellington,Central Districts,Wellington,19,,,Wellington,205,3,20,20,Central Districts,119,6,12.3,12.3,1,139
"Canterbury v Auckland at Christchurch- Jan 24, 2010",Auckland won by 6 wickets (with 6 balls remaining),Canterbury 160/8 (20/20 ov); Auckland 161/4 (19/20 ov),24/01/2010,Christchurch,,Canterbury,Auckland,Auckland,,6,6,Canterbury,160,8,20,20,Auckland,161,4,19,20,,
"Otago v Central Districts at Dunedin- Jan 24, 2010",Central Districts won by 4 wickets (with 9 balls remaining),Otago 121/9 (20/20 ov); Central Districts 127/6 (18.3/20 ov),24/01/2010,Dunedin,,Otago,Central Districts,Central Districts,,4,9,Otago,121,9,20,20,Central Districts,127,6,18.3,20,,
"Wellington v Northern Districts at Wellington- Jan 24, 2010",Northern Districts won by 60 runs,Northern Districts 191/8 (20/20 ov); Wellington 131 (18.3/20 ov),24/01/2010,Wellington,,Wellington,Northern Districts,Northern Districts,60,,,Northern Districts,191,8,20,20,Wellington,131,10,18.3,20,,
"Auckland v Otago at Auckland- Jan 26, 2010",Match tied (Otago won the one-over eliminator),Auckland 171/9 (20/20 ov); Otago 171/9 (20/20 ov),26/01/2010,Auckland,,Auckland,Otago,Otago,,,,Auckland,171,9,20,20,Otago,171,9,20,20,,
"Canterbury v Wellington at Rangiora- Jan 26, 2010",Wellington won by 7 runs,Wellington 162/5 (20/20 ov); Canterbury 155/7 (20/20 ov),26/01/2010,Rangiora,,Canterbury,Wellington,Wellington,7,,,Wellington,162,5,20,20,Canterbury,155,7,20,20,,
"Northern Districts v Central Districts at Hamilton- Jan 26, 2010",Central Districts won by 4 wickets (with 3 balls remaining) (D/L method),"Northern Districts 148/9 (20/20 ov); Central Districts 96/6 (11.3/12 ov, target: 95)",26/01/2010,Hamilton,,Northern Districts,Central Districts,Central Districts,,4,3,Northern Districts,148,9,20,20,Central Districts,96,6,11.3,12,1,95
"Final:Central Districts v Auckland at New Plymouth- Jan 31, 2010",Central Districts won by 78 runs,Central Districts 206/6 (20/20 ov); Auckland 128 (16.1/20 ov),31/01/2010,New Plymouth,Final,Central Districts,Auckland,Central Districts,78,,,Central Districts,206,6,20,20,Auckland,128,10,16.1,20,,
"Only T20I:New Zealand v Bangladesh at Hamilton- Feb 3, 2010",New Zealand won by 10 wickets (with 70 balls remaining),Bangladesh 78 (17.3/20 ov); New Zealand 79/0 (8.2/20 ov),03/02/2010,Hamilton,Only T20I,New Zealand,Bangladesh,New Zealand,,10,70,Bangladesh,78,10,17.3,20,New Zealand,79,0,8.2,20,,
"1st Match:Kenya v Uganda at Nairobi (Gym)- Jan 30, 2010",Kenya won by 8 wickets (with 16 balls remaining),Uganda 123/9 (20/20 ov); Kenya 127/2 (17.2/20 ov),30/01/2010,Nairobi (Gym),1st Match,Kenya,Uganda,Kenya,,8,16,Uganda,123,9,20,20,Kenya,127,2,17.2,20,,
"2nd Match:Scotland v Uganda at Nairobi (Gym)- Jan 31, 2010",Match tied (Scotland won the one-over eliminator),Scotland 109/8 (20/20 ov); Uganda 109 (20/20 ov),31/01/2010,Nairobi (Gym),2nd Match,Scotland,Uganda,Scotland,,,,Scotland,109,8,20,20,Uganda,109,10,20,20,,
"3rd Match:Kenya v Scotland at Nairobi (Gym)- Feb 1, 2010",Kenya won by 10 wickets (with 45 balls remaining),Scotland 109/9 (20/20 ov); Kenya 110/0 (12.3/20 ov),01/02/2010,Nairobi (Gym),3rd Match,Kenya,Scotland,Kenya,,10,45,Scotland,109,9,20,20,Kenya,110,0,12.3,20,,
"4th Match:Kenya v Uganda at Nairobi (Gym)- Feb 2, 2010",Kenya won by 14 runs,Kenya 186/3 (20/20 ov); Uganda 172/9 (20/20 ov),02/02/2010,Nairobi (Gym),4th Match,Kenya,Uganda,Kenya,14,,,Kenya,186,3,20,20,Uganda,172,9,20,20,,
"5th Match:Scotland v Uganda at Nairobi (Gym)- Feb 3, 2010",Scotland won by 56 runs,Scotland 163/4 (20/20 ov); Uganda 107/9 (20/20 ov),03/02/2010,Nairobi (Gym),5th Match,Scotland,Uganda,Scotland,56,,,Scotland,163,4,20,20,Uganda,107,9,20,20,,
"6th Match:Kenya v Scotland at Nairobi (Gym)- Feb 4, 2010",Kenya won by 10 wickets (with 33 balls remaining),Scotland 123 (19.2/20 ov); Kenya 126/0 (14.3/20 ov),04/02/2010,Nairobi (Gym),6th Match,Kenya,Scotland,Kenya,,10,33,Scotland,123,10,19.2,20,Kenya,126,0,14.3,20,,
"1st Match:Sri Lanka A v Canada at Colombo (PSS)- Feb 1, 2010",Sri Lanka A won by 9 wickets (with 42 balls remaining),Canada 93/6 (20/20 ov); Sri Lanka A 94/1 (13/20 ov),01/02/2010,Colombo (PSS),1st Match,Sri Lanka A,Canada,Sri Lanka A,,9,42,Canada,93,6,20,20,Sri Lanka A,94,1,13,20,,
"2nd Match:Afghanistan v Ireland at Colombo (PSS)- Feb 1, 2010",Ireland won by 5 wickets (with 11 balls remaining),Afghanistan 121/9 (20/20 ov); Ireland 124/5 (18.1/20 ov),01/02/2010,Colombo (PSS),2nd Match,Afghanistan,Ireland,Ireland,,5,11,Afghanistan,121,9,20,20,Ireland,124,5,18.1,20,,
"3rd Match:Canada v Ireland at Colombo (SSC)- Feb 3, 2010",Canada won by 4 runs,Canada 176/3 (20/20 ov); Ireland 172/8 (20/20 ov),03/02/2010,Colombo (SSC),3rd Match,Canada,Ireland,Canada,4,,,Canada,176,3,20,20,Ireland,172,8,20,20,,
"4th Match:Sri Lanka A v Afghanistan at Colombo (SSC)- Feb 3, 2010",Sri Lanka A won by 69 runs,Sri Lanka A 175/5 (20/20 ov); Afghanistan 106/8 (20/20 ov),03/02/2010,Colombo (SSC),4th Match,Sri Lanka A,Afghanistan,Sri Lanka A,69,,,Sri Lanka A,175,5,20,20,Afghanistan,106,8,20,20,,
"5th Match:Afghanistan v Canada at Colombo (SSC)- Feb 4, 2010",Afghanistan won by 5 wickets (with 1 ball remaining),Canada 140/6 (20/20 ov); Afghanistan 143/5 (19.5/20 ov),04/02/2010,Colombo (SSC),5th Match,Afghanistan,Canada,Afghanistan,,5,1,Canada,140,6,20,20,Afghanistan,143,5,19.5,20,,
"6th Match:Sri Lanka A v Ireland at Colombo (SSC)- Feb 4, 2010",Sri Lanka A won by 5 wickets (with 10 balls remaining),Ireland 174/6 (20/20 ov); Sri Lanka A 178/5 (18.2/20 ov),04/02/2010,Colombo (SSC),6th Match,Sri Lanka A,Ireland,Sri Lanka A,,5,10,Ireland,174,6,20,20,Sri Lanka A,178,5,18.2,20,,
"Only T20I:Australia v Pakistan at Melbourne- Feb 5, 2010",Australia won by 2 runs,Australia 127 (18.4/20 ov); Pakistan 125/9 (20/20 ov),05/02/2010,Melbourne,Only T20I,Australia,Pakistan,Australia,2,,,Australia,127,10,18.4,20,Pakistan,125,9,20,20,,
